passid	gene.symbol	gene.feature	celltype.class	localisation.class	upstream.length	smodel.26Feb2017.half.life[hours]	smodel.26Feb2017.r.square	smodel.12Jun2017.half.life[hours]	smodel.12Jun2017.r.square
fwdgroup00557793	Emcn	3pUTR_extended	others	not-localised	510	24.000000	0.006834	1.391350	0.132165
revgroup00559889	LOC499715	intron	tissue	not-localised	3789	0.000000	-1.000000	6.064760	0.837766
fwdgroup00557839	Ddit4l2	3pUTR	glia-enriched	not-localised	59	1.317326	0.786021	1.271717	0.835332
fwdgroup00557843	Ddit4l2	3pUTR_extended	glia-enriched	cell-culture	1011	1.710905	0.795487	1.872379	0.833174
fwdgroup00557879	H2afz	3pUTR	neuron-enriched	not-localised	193	16.599780	0.714137	23.019312	0.707543
fwdgroup00557880	H2afz	3pUTR_extended	neuron-enriched	not-localised	470	24.000000	0.676252	29.691255	0.601432
fwdgroup00557918	Dnajb14	intron	glia-enriched	not-localised	527	0.000000	-1.000000	11.411310	0.705651
fwdgroup00557925	Dnajb14	3pUTR	glia-enriched	not-localised	564	13.755856	0.510170	15.262719	0.647297
fwdgroup00558006	Dnajb14	3pUTR_extended	glia-enriched	not-localised	7542	18.518124	0.928210	17.943937	0.691801
fwdgroup00558027	Lamtor3	3pUTR	others	not-localised	168	6.062148	0.840593	8.475933	0.760382
fwdgroup00558028	Lamtor3	3pUTR	others	not-localised	725	6.081336	0.966908	6.508988	0.960322
revgroup00560094	Dapp1	3pUTR_extended	glia-enriched	not-localised	2160	0.000000	-1.000000	5.471564	0.802838
revgroup00560099	Dapp1	3pUTR	glia-enriched	cell-culture	437	0.000000	-1.000000	22.688047	0.970251
revgroup00560177	Mttp	3pUTR_extended	tissue	not-localised	6643	0.000000	-1.000000	45.645830	0.956832
revgroup00560178	Mttp	3pUTR_extended	glia-enriched	cell-culture	1212	0.000000	-1.000000	5.063437	0.517306
fwdgroup00558140	Trmt10a	3pUTR_extended	glia-enriched	not-localised	158	24.000000	0.576008	7.462712	0.538875
fwdgroup00558143	Trmt10a	3pUTR_extended	glia-enriched	cell-culture	536	0.000000	-1.000000	21.578350	0.797713
fwdgroup00558144	Trmt10a	3pUTR_extended	glia-enriched	not-localised	1347	24.000000	0.514277	21.213645	0.559295
fwdgroup00558145	Trmt10a	3pUTR_extended	glia-enriched	not-localised	1655	24.000000	0.774593	9.000796	0.824881
fwdgroup00558156	Trmt10a	3pUTR_extended	tissue	not-localised	3877	0.000000	-1.000000	28.460571	0.688889
fwdgroup00558158	Trmt10a	3pUTR_extended	tissue	not-localised	4179	0.000000	-1.000000	16.908584	0.638101
fwdgroup00558257	Adh5	3pUTR	others	not-localised	242	23.788449	0.986053	19.426588	0.909198
revgroup00560346	Metap1	3pUTR_extended	neuron-enriched	not-localised	4932	5.425546	0.396811	9.278404	0.509416
fwdgroup00558268	Adh5	3pUTR_extended	others	not-localised	1881	0.000000	-1.000000	1.556959	0.673827
revgroup00560358	Metap1	3pUTR	neuron-enriched	not-localised	1293	4.553762	0.901804	5.997560	0.912612
revgroup00560370	Metap1	3pUTR	neuron-enriched	not-localised	190	8.376392	0.974101	8.615349	0.934760
fwdgroup00558395	Eif4e	3pUTR	neuron-enriched	not-localised	157	2.864334	0.778149	5.287437	0.803331
fwdgroup00558396	Eif4e	3pUTR	neuron-enriched	not-localised	340	11.019650	0.979057	11.676462	0.943281
fwdgroup00558405	Eif4e	3pUTR_extended	neuron-enriched	not-localised	2443	-17.751795	0.056972	2.121947	0.045051
fwdgroup00558415	Eif4e	3pUTR_extended	neuron-enriched	not-localised	4558	1.251170	0.732768	6.451633	0.746338
fwdgroup00558567	Tspan5	3pUTR	neuron-enriched	not-localised	351	8.229227	0.917596	8.621771	0.903684
fwdgroup00558569	Tspan5	3pUTR	neuron-enriched	not-localised	1272	17.505095	0.570557	17.379970	0.668730
fwdgroup00558571	Tspan5	3pUTR	neuron-enriched	somata	2040	19.947683	0.776488	16.293763	0.795736
fwdgroup00558591	Tspan5	3pUTR_extended	neuron-enriched	not-localised	5735	24.000000	0.191393	2.734806	0.223067
revgroup00560712	Rap1gds1	3pUTR	others	somata	1716	24.000000	0.790743	0.501255	0.763017
fwdgroup00559094	Unc5c	intron	glia-enriched	not-localised	8768	0.000000	-1.000000	23.750901	0.117974
fwdgroup00559142	Unc5c	3pUTR	glia-enriched	not-localised	4450	2.683952	0.836995	3.718213	0.877637
fwdgroup00559156	Unc5c	3pUTR_extended	glia-enriched	not-localised	6384	1.699890	0.993178	1.632042	0.986367
revgroup00561265	Bmpr1b	3pUTR_extended	glia-enriched	not-localised	3516	1.625606	0.631562	9.726580	0.846577
revgroup00561349	Pdlim5	3pUTR_extended	glia-enriched	neuropil	3054	3.984734	0.871251	4.007828	0.891676
revgroup00561428	Pdlim5	intron	glia-enriched	cell-culture	1609	0.000000	-1.000000	12.932517	0.468986
fwdgroup00559317	Gbp5	3pUTR_extended	tissue	not-localised	15767	0.000000	-1.000000	45.645830	0.956832
fwdgroup00559331	Gbp4	3pUTR	glia-enriched	cell-culture	520	0.000000	-1.000000	39.875016	0.500927
fwdgroup00559346	Gbp2	3pUTR_extended	glia-enriched	neuropil	449	8.999420	0.745597	10.282780	0.667927
fwdgroup00559405	Kyat3	3pUTR_extended	neuron-enriched	not-localised	435	19.218872	0.896660	16.722146	0.872575
fwdgroup00559432	Gtf2b	3pUTR_extended	others	not-localised	269	5.999136	0.950845	6.085026	0.936630
revgroup00561609	Pkn2	3pUTR	glia-enriched	not-localised	2275	1.133818	0.889808	1.317033	0.852877
revgroup00561612	Pkn2	3pUTR	glia-enriched	not-localised	1836	0.000000	-1.000000	4.055801	0.931058
revgroup00561617	Pkn2	3pUTR	glia-enriched	not-localised	1183	0.000000	-1.000000	6.036747	0.925558
revgroup00561643	Pkn2	intron	glia-enriched	not-localised	214	0.000000	-1.000000	4.711314	0.882438
revgroup00561919	Lmo4	3pUTR_extended	glia-enriched	somata	780	3.596910	0.926717	4.136373	0.916392
revgroup00562037	Hs2st1	3pUTR_extended	shared	not-localised	3475	16.130098	0.594285	16.490369	0.721731
revgroup00562039	Hs2st1	3pUTR_extended	shared	not-localised	2771	20.369773	0.776729	18.737479	0.744710
revgroup00562050	Hs2st1	3pUTR	shared	not-localised	1568	14.241854	0.710907	14.571285	0.727714
revgroup00562054	Hs2st1	3pUTR	shared	not-localised	1103	24.000000	0.880060	20.518723	0.828681
fwdgroup00559924	Sep15	3pUTR	glia-enriched	somata	753	24.000000	0.475424	1.126418	0.556076
revgroup00562186	Sh3glb1	3pUTR_extended	glia-enriched	not-localised	6413	18.974251	0.733214	18.448514	0.623296
revgroup00562187	Sh3glb1	3pUTR_extended	glia-enriched	neuropil	4406	8.427036	0.753918	8.461902	0.802656
revgroup00562229	Sh3glb1	3pUTR	glia-enriched	not-localised	356	10.330185	0.937220	10.736045	0.871723
revgroup00562275	Clca4l	3pUTR	glia-enriched	cell-culture	141	0.000000	-1.000000	45.645830	0.956832
revgroup00562302	Clca1	intron	tissue	not-localised	842	0.000000	-1.000000	17.248237	0.735954
fwdgroup00560125	Odf2l	3pUTR	others	not-localised	358	21.058393	0.503919	31.599440	0.568280
fwdgroup00560217	Znhit6	CDS	neuron-enriched	not-localised	125	0.000000	-1.000000	6.735283	0.838675
fwdgroup00560219	Znhit6	3pUTR_extended	neuron-enriched	not-localised	147	6.732092	0.917873	7.611187	0.867193
fwdgroup00560233	Znhit6	3pUTR_extended	tissue	not-localised	3132	0.000000	-1.000000	18.394448	0.638439
revgroup00562431	Cyr61	3pUTR_extended	glia-enriched	not-localised	660	2.630184	0.759677	5.294540	0.277764
fwdgroup00560347	Ddah1	3pUTR	shared	not-localised	1700	24.000000	0.248286	2.417344	0.174309
fwdgroup00560349	Ddah1	3pUTR_extended	shared	not-localised	2310	24.000000	0.862106	0.027246	0.642932
fwdgroup00560350	Ddah1	3pUTR_extended	shared	neuropil	2703	24.000000	0.732915	0.000000	0.296187
fwdgroup00560383	Bcl10	3pUTR_extended	others	not-localised	845	3.760646	0.977103	4.176453	0.971581
fwdgroup00560402	RGD1560065	3pUTR	neuron-enriched	not-localised	403	24.000000	0.925269	16.910019	0.930249
fwdgroup00560405	RGD1560065	3pUTR_extended	neuron-enriched	not-localised	956	24.000000	0.937798	3.636563	0.842837
fwdgroup00560464	Syde2	3pUTR	glia-enriched	neuropil	1477	1.813824	0.947180	1.577340	0.790187
fwdgroup00560500	Mcoln3	3pUTR_extended	others	cell-culture	2595	0.000000	-1.000000	22.287530	0.043430
fwdgroup00560559	Ssx2ip	3pUTR	shared	not-localised	315	4.633951	0.749048	6.380066	0.848114
fwdgroup00560560	Ssx2ip	3pUTR_extended	shared	somata	1293	12.235340	0.954104	12.477913	0.937834
fwdgroup00560586	Ctbs	intron	glia-enriched	not-localised	649	0.000000	-1.000000	29.377406	0.590384
fwdgroup00560597	Ctbs	3pUTR_extended	glia-enriched	not-localised	515	8.603990	0.608113	9.065045	0.487472
revgroup00562773	Spata1	intron	tissue	not-localised	568	0.000000	-1.000000	0.000227	0.435506
revgroup00562774	Spata1	intron	tissue	not-localised	325	0.000000	-1.000000	1.539098	0.245188
revgroup00562811	Rpf1	3pUTR_extended	others	not-localised	5019	0.000000	-1.000000	24.598642	0.460041
revgroup00562818	Rpf1	3pUTR_extended	others	not-localised	3619	0.000000	-1.000000	11.295216	0.796896
fwdgroup00560638	Gng5	3pUTR	glia-enriched	not-localised	232	14.163851	0.634046	26.253237	0.655947
fwdgroup00560643	Gng5	3pUTR	glia-enriched	not-localised	1147	0.000000	-1.000000	15.892666	0.539621
revgroup00562830	Rpf1	3pUTR	others	not-localised	173	2.580026	0.986008	2.859314	0.979949
fwdgroup00560649	Gng5	3pUTR_extended	glia-enriched	not-localised	1889	24.000000	0.449605	4.159624	0.592126
revgroup00562901	Prkacb	3pUTR_extended	neuron-enriched	somata	2998	36.610870	0.429959	28.602932	0.413139
revgroup00562903	Prkacb	3pUTR_extended	neuron-enriched	not-localised	1940	25.206553	0.490192	23.738191	0.436314
fwdgroup00561471	Adgrl4	intron	neuron-enriched	not-localised	39455	0.000000	-1.000000	20.687189	0.433436
fwdgroup00561508	Adgrl4	3pUTR_extended	neuron-enriched	neuropil	1772	1.337746	0.328839	2.915427	0.097637
revgroup00563652	Ifi44	3pUTR_extended	glia-enriched	neuropil	1429	7.898884	0.779877	8.584136	0.730556
revgroup00563746	Gipc2	3pUTR	others	not-localised	295	7.462250	0.906524	10.627107	0.914455
revgroup00563788	Dnajb4	3pUTR_extended	others	not-localised	1059	4.944289	0.967995	7.003595	0.940381
revgroup00563794	Dnajb4	3pUTR_extended	others	not-localised	294	0.000000	-1.000000	6.256098	0.617608
fwdgroup00561677	Fubp1	intron	glia-enriched	not-localised	882	0.000000	-1.000000	22.107578	0.485215
fwdgroup00561732	Fubp1	3pUTR	glia-enriched	not-localised	46	5.062027	0.933514	5.495027	0.928663
fwdgroup00561733	Fubp1	3pUTR	glia-enriched	not-localised	367	11.679098	0.958653	11.934432	0.839631
fwdgroup00561737	Fubp1	3pUTR_extended	tissue	not-localised	1157	0.000000	-1.000000	5.616672	0.943426
fwdgroup00561763	Fubp1	3pUTR_extended	glia-enriched	not-localised	4459	-0.473419	0.345577	0.005452	0.265806
revgroup00563921	Nexn	CDS_extended	glia-enriched	not-localised	532	0.000000	-1.000000	18.633649	0.264504
revgroup00563924	Nexn	intron	glia-enriched	cell-culture	58	0.000000	-1.000000	26.638768	0.762081
fwdgroup00561774	Fubp1	3pUTR_extended	glia-enriched	not-localised	14494	36.329991	0.230012	0.000803	0.046433
fwdgroup00561883	Usp33	CDS	neuron-enriched	not-localised	1	0.000000	-1.000000	0.031859	0.213083
fwdgroup00561993	Usp33	3pUTR	neuron-enriched	somata	937	12.829529	0.957556	13.320185	0.946050
fwdgroup00562026	Zzz3	intron	tissue	not-localised	2290	0.000000	-1.000000	5.346353	0.849911
revgroup00564209	LOC365985	3pUTR_extended	neuron-enriched	not-localised	5584	4.657011	0.567955	4.159218	0.549116
fwdgroup00562069	Zzz3	3pUTR	glia-enriched	not-localised	1069	2.346225	0.949384	4.296899	0.942963
fwdgroup00562090	Zzz3	3pUTR_extended	glia-enriched	not-localised	4429	6.182910	0.896240	7.837473	0.893072
revgroup00564250	LOC365985	3pUTR	neuron-enriched	somata	1040	24.000000	0.669956	2.403617	0.734168
revgroup00564444	LOC365985	intron	neuron-enriched	not-localised	1201	0.000000	-1.000000	41.748433	0.378915
revgroup00564446	LOC365985	intron	neuron-enriched	not-localised	872	0.000000	-1.000000	17.940533	0.518660
fwdgroup00562267	Pigk	intron	tissue	not-localised	8369	0.000000	-1.000000	2.608363	0.234227
fwdgroup00562282	Pigk	3pUTR	shared	not-localised	334	32.733002	0.946761	24.120716	0.893517
fwdgroup00562289	Pigk	3pUTR_extended	shared	not-localised	989	24.000000	0.169700	26.827959	0.237256
fwdgroup00562298	Pigk	3pUTR_extended	shared	not-localised	1821	24.000000	0.065377	0.743669	0.341254
fwdgroup00562319	Pigk	3pUTR_extended	shared	cell-culture	5536	0.000000	-1.000000	1.987919	0.727443
fwdgroup00562328	Pigk	3pUTR_extended	tissue	not-localised	7889	0.000000	-1.000000	4.105220	0.497444
fwdgroup00562334	Pigk	3pUTR_extended	shared	not-localised	9387	0.000000	-1.000000	5.094019	0.313877
revgroup00564575	St6galnac5	3pUTR_extended	shared	not-localised	8895	24.000000	0.478892	25.756845	0.578626
revgroup00564598	St6galnac5	3pUTR_extended	shared	not-localised	3752	5.904551	0.880965	7.487633	0.853045
revgroup00564621	St6galnac5	3pUTR_extended	shared	not-localised	1842	6.941923	0.623151	28.395031	0.597085
revgroup00564622	St6galnac5	3pUTR_extended	shared	somata	1405	14.555040	0.958340	14.527169	0.601038
revgroup00564627	St6galnac5	3pUTR_extended	shared	somata	782	8.983407	0.970390	9.804192	0.779456
revgroup00564748	St6galnac5	intron	shared	not-localised	354506	0.000000	-1.000000	5.174314	0.393712
revgroup00564751	St6galnac5	intron	shared	not-localised	353923	0.000000	-1.000000	6.278551	0.718312
revgroup00565131	St6galnac3	3pUTR_extended	neuron-enriched	not-localised	1944	5.451624	0.844363	7.460797	0.722018
revgroup00565262	St6galnac3	intron	tissue	not-localised	2378	0.000000	-1.000000	33.163419	0.191387
revgroup00565267	St6galnac3	intron	tissue	not-localised	485	0.000000	-1.000000	2.879738	0.656975
revgroup00565281	St6galnac3	intron	neuron-enriched	not-localised	162259	0.000000	-1.000000	3.967058	0.509993
revgroup00565345	Rabggtb	3pUTR	others	somata	328	24.000000	0.731308	5.068504	0.659183
revgroup00565377	Acadm	3pUTR	glia-enriched	neuropil	575	24.000000	0.915891	4.595821	0.667826
fwdgroup00563166	Slc44a5	3pUTR_extended	neuron-enriched	not-localised	4156	19.122929	0.263057	21.164399	0.207699
fwdgroup00563252	Cryz	3pUTR	others	not-localised	405	-87.381696	0.030177	3.640871	0.011773
fwdgroup00563253	Cryz	3pUTR_extended	others	not-localised	873	24.000000	0.479751	0.000001	0.348881
revgroup00565657	Tnni3k	3pUTR_extended	neuron-enriched	cell-culture	435	24.000000	0.348106	0.000297	0.277993
revgroup00565760	Fpgt	CDS_extended	tissue	not-localised	5663	0.000000	-1.000000	22.033793	0.488134
revgroup00565771	Fpgt	CDS_extended	neuron-enriched	not-localised	1640	0.000000	-1.000000	2.664722	0.936312
fwdgroup00563985	Negr1	3pUTR	neuron-enriched	not-localised	638	0.000000	0.211716	3.189718	0.173482
fwdgroup00563999	Negr1	3pUTR_extended	neuron-enriched	not-localised	3549	24.000000	0.448693	4.457652	0.463952
fwdgroup00564039	Cth	3pUTR_extended	glia-enriched	not-localised	555	4.616430	0.895738	5.314668	0.907986
fwdgroup00564045	Cth	3pUTR_extended	tissue	not-localised	2876	0.000000	-1.000000	1.180894	0.919096
revgroup00566354	Ptger3	3pUTR_extended	others	cell-culture	792	9.557246	0.490592	9.859919	0.468410
revgroup00566370	Ptger3	intron	others	not-localised	4846	0.000000	-1.000000	12.421629	0.563504
revgroup00566426	Zranb2	3pUTR_extended	glia-enriched	not-localised	2539	24.000000	0.792898	13.862843	0.805248
revgroup00566428	Zranb2	3pUTR_extended	glia-enriched	not-localised	1584	32.386357	0.774038	33.144898	0.735141
revgroup00566432	Zranb2	3pUTR	glia-enriched	not-localised	18	25.995515	0.264555	23.447256	0.492650
fwdgroup00564276	Depdc1	3pUTR	glia-enriched	cell-culture	801	0.000000	-1.000000	16.433794	0.957358
fwdgroup00564337	Ankrd13c	3pUTR_extended	tissue	not-localised	2009	0.000000	-1.000000	20.383881	0.654671
revgroup00566586	Srsf11	3pUTR_extended	glia-enriched	not-localised	1988	13.709672	0.499894	15.035758	0.478460
revgroup00566588	Srsf11	3pUTR_extended	glia-enriched	not-localised	1527	28.218064	0.446715	26.074812	0.557701
revgroup00566590	Srsf11	3pUTR	glia-enriched	not-localised	1093	24.000000	0.896414	47.910931	0.896996
revgroup00566604	Srsf11	intron	glia-enriched	cell-culture	4	0.000000	-1.000000	0.000054	0.010244
revgroup00566635	Srsf11	intron	glia-enriched	not-localised	1069	0.000000	-1.000000	1.167781	0.206644
revgroup00566717	Lrrc7	3pUTR_extended	neuron-enriched	not-localised	18144	6.674579	0.592620	11.256940	0.309995
fwdgroup00564465	Lrrc40	3pUTR	glia-enriched	not-localised	171	-23.205975	0.049485	2.210449	0.098265
fwdgroup00564466	Lrrc40	3pUTR	glia-enriched	not-localised	805	24.000000	0.629758	16.935263	0.729664
revgroup00566724	Lrrc7	3pUTR_extended	neuron-enriched	not-localised	17038	6.969095	0.700277	7.931444	0.476703
fwdgroup00564472	Lrrc40	3pUTR_extended	glia-enriched	somata	1484	25.093038	0.359512	22.281266	0.555717
fwdgroup00564478	Lrrc40	3pUTR_extended	glia-enriched	not-localised	2179	0.000000	-1.000000	15.316981	0.505715
revgroup00566756	Lrrc7	3pUTR_extended	neuron-enriched	neuropil	13724	6.089897	0.811741	7.375475	0.619626
revgroup00566877	Lrrc7	3pUTR_extended	neuron-enriched	not-localised	1572	6.852597	0.873978	8.336095	0.644850
revgroup00566901	Lrrc7	intron	tissue	not-localised	6108	0.000000	-1.000000	9.363201	0.668555
revgroup00566998	Lrrc7	intron	tissue	not-localised	437	0.000000	-1.000000	1.795869	0.234320
revgroup00567074	Lrrc7	intron	neuron-enriched	not-localised	5692	0.000000	-1.000000	7.509184	0.347789
revgroup00567282	Lrrc7	5pUTR	neuron-enriched	not-localised	57	0.000000	-1.000000	3149.330657	0.003735
fwdgroup00564906	Rpe65	intron	glia-enriched	not-localised	288	0.000000	-1.000000	12.836983	0.762310
fwdgroup00564911	Rpe65	intron	glia-enriched	cell-culture	1428	0.000000	-1.000000	22.688047	0.970251
fwdgroup00564915	Rpe65	intron	glia-enriched	not-localised	82	0.000000	-1.000000	25.097235	0.893122
fwdgroup00564932	Rpe65	3pUTR_extended	glia-enriched	not-localised	490	0.000000	-1.000000	6.917337	0.696579
fwdgroup00565040	Wls	3pUTR	glia-enriched	not-localised	218	0.000000	-1.000000	27.897835	0.468651
fwdgroup00565042	Wls	3pUTR	glia-enriched	not-localised	714	24.000000	0.444768	21.648143	0.529610
fwdgroup00565044	Wls	intron	glia-enriched	not-localised	1327	0.000000	-1.000000	19.648373	0.578298
fwdgroup00565056	Wls	intron	glia-enriched	not-localised	3415	0.000000	-1.000000	30.856088	0.628933
fwdgroup00565057	Wls	3pUTR	glia-enriched	not-localised	216	24.000000	0.231525	25.419112	0.465087
fwdgroup00565069	Wls	3pUTR_extended	glia-enriched	cell-culture	2121	0.000000	-1.000000	0.486772	0.477341
revgroup00567543	RT1-CE10	3pUTR_extended	glia-enriched	not-localised	615	24.000000	0.008626	1.804949	0.006506
fwdgroup00565168	Tmlhe	3pUTR_extended	glia-enriched	not-localised	290	3.616951	0.720837	5.284952	0.768222
fwdgroup00565171	Tmlhe	3pUTR_extended	glia-enriched	not-localised	1196	1.933045	0.706859	6.722556	0.753479
fwdgroup00565178	Tmlhe	3pUTR_extended	tissue	not-localised	3665	0.000000	-1.000000	10.725529	0.815631
fwdgroup00565198	Clic2	3pUTR_extended	others	not-localised	255	0.000000	-1.000000	20.915178	0.156442
revgroup00567753	RT1-M3-1	3pUTR	glia-enriched	not-localised	250	24.000000	0.485205	18.081577	0.412135
revgroup00567819	Gabbr1	3pUTR	neuron-enriched	neuropil	1291	24.000000	0.758109	31.510503	0.799867
fwdgroup00565344	Olr1750	3pUTR_extended	neuron-enriched	not-localised	10113	2.546204	0.229859	5.085481	0.295384
fwdgroup00565345	Olr1750	3pUTR_extended	neuron-enriched	not-localised	10956	4.686583	0.877429	3.585095	0.826418
revgroup00567822	Gabbr1	3pUTR	neuron-enriched	not-localised	145	38.370427	0.134574	35.576746	0.148616
fwdgroup00565360	Olr1750	3pUTR_extended	neuron-enriched	neuropil	19758	29.112074	0.487936	0.000774	0.242127
revgroup00567902	Gabbr1	intron	neuron-enriched	somata	871	0.000000	-1.000000	47.155584	0.678546
revgroup00567953	Zfp57	3pUTR_extended	tissue	not-localised	6609	0.000000	-1.000000	4.953393	0.912843
revgroup00567972	Zfp57	3pUTR_extended	glia-enriched	not-localised	2401	2.241746	0.960096	2.683134	0.967252
fwdgroup00565451	Mog	3pUTR_extended	others	neuropil	751	4.513726	0.076970	0.025500	0.012114
revgroup00567995	Zfp57	3pUTR	glia-enriched	not-localised	312	2.712428	0.754328	4.538369	0.801578
fwdgroup00565472	Mog	3pUTR_extended	others	not-localised	3809	0.000000	-1.000000	1.974649	0.046123
fwdgroup00565525	RT1-M6-2	CDS_extended	tissue	not-localised	884	0.000000	-1.000000	24.955903	0.689004
revgroup00568054	Znrd1as1	3pUTR_extended	others	not-localised	23	14.788031	0.684866	15.751050	0.635452
revgroup00568069	Rnf39	3pUTR_extended	glia-enriched	not-localised	12144	0.000000	-1.000000	4.908298	0.743032
revgroup00568071	Rnf39	3pUTR_extended	glia-enriched	not-localised	11633	0.000000	-1.000000	0.330352	0.520042
fwdgroup00565542	Znrd1	intron	neuron-enriched	not-localised	2	0.000000	-1.000000	1.357939	0.907252
fwdgroup00565543	Znrd1	3pUTR_extended	neuron-enriched	not-localised	174	2.176441	0.984467	2.389264	0.951482
fwdgroup00565557	Ppp1r11	3pUTR	neuron-enriched	not-localised	993	21.348266	0.962771	19.294235	0.920807
revgroup00568114	Rnf39	3pUTR_extended	glia-enriched	somata	772	2.246067	0.809897	2.746008	0.676633
fwdgroup00565580	Ppp1r11	3pUTR_extended	neuron-enriched	not-localised	4121	4.966783	0.540389	8.965295	0.647592
revgroup00568187	Trim26	3pUTR_extended	glia-enriched	not-localised	4823	4.044893	0.769728	5.562786	0.793116
revgroup00568192	Trim26	3pUTR_extended	glia-enriched	not-localised	2873	0.000000	-1.000000	4.880667	0.870371
revgroup00568200	Trim26	3pUTR	glia-enriched	not-localised	1371	2.859244	0.992328	2.905245	0.950241
revgroup00568204	Trim26	3pUTR	glia-enriched	not-localised	786	2.052642	0.964551	2.446014	0.964227
fwdgroup00565741	Trim39	intron	others	cell-culture	1060	0.000000	-1.000000	6.081778	0.887156
fwdgroup00565754	Trim39	3pUTR	others	not-localised	1320	2.527001	0.990584	2.825918	0.994966
fwdgroup00565764	Rpp21	CDS	shared	not-localised	126	0.000000	-1.000000	5.979616	0.680663
fwdgroup00565765	Rpp21	3pUTR_extended	shared	not-localised	40	15.573651	0.922246	15.512187	0.797073
fwdgroup00565860	RT1-N2	3pUTR_extended	others	somata	795	4.011639	0.936863	5.102478	0.751896
fwdgroup00565902	RT1-N3	3pUTR_extended	glia-enriched	not-localised	370	0.000000	-1.000000	10.152121	0.892774
fwdgroup00565932	RT1-S3	3pUTR	glia-enriched	not-localised	523	24.000000	0.644132	12.779277	0.482381
fwdgroup00565962	LOC360231	intron	glia-enriched	neuropil	36512	0.000000	-1.000000	29.469935	0.161610
fwdgroup00565982	LOC360231	CDS_extended	tissue	not-localised	57	0.000000	-1.000000	48.980944	0.241644
fwdgroup00565988	LOC360231	CDS_extended	tissue	not-localised	1665	0.000000	-1.000000	8.750106	0.370042
revgroup00568701	Gnl1	3pUTR	others	neuropil	102	24.000000	0.751390	35.571217	0.817099
fwdgroup00566084	Prr3	intron	neuron-enriched	not-localised	2390	0.000000	-1.000000	3.610718	0.841355
fwdgroup00566103	Prr3	3pUTR	neuron-enriched	not-localised	1143	10.305505	0.946584	11.547965	0.816615
fwdgroup00566105	Prr3	3pUTR_extended	neuron-enriched	not-localised	1487	24.000000	0.614063	2.844808	0.651826
fwdgroup00566111	Prr3	3pUTR_extended	neuron-enriched	not-localised	2532	-13.715456	0.025469	7.158490	0.005658
fwdgroup00566131	Abcf1	CDS	glia-enriched	not-localised	55	0.000000	-1.000000	8.954366	0.709700
fwdgroup00566162	Abcf1	3pUTR	glia-enriched	not-localised	534	21.946233	0.909290	18.170902	0.907652
revgroup00568817	Ppp1r10	3pUTR	shared	not-localised	41	1.734224	0.925798	2.207119	0.894203
revgroup00568872	Ppp1r10	intron	shared	cell-culture	144	0.000000	-1.000000	1.864487	0.729061
fwdgroup00566215	Mrps18b	3pUTR	others	not-localised	266	7.762188	0.944214	8.168517	0.852011
fwdgroup00566255	Atat1	intron	shared	not-localised	1473	0.000000	-1.000000	0.000615	0.271269
fwdgroup00566262	Atat1	3pUTR	shared	not-localised	131	24.000000	0.520368	6.850986	0.699549
fwdgroup00566280	RGD1302996	3pUTR	neuron-enriched	not-localised	173	7.154017	0.961898	7.913841	0.911805
revgroup00568951	Dhx16	3pUTR	glia-enriched	not-localised	86	2.554320	0.930097	2.943939	0.943325
revgroup00568958	Dhx16	intron	glia-enriched	neuropil	4395	0.000000	-1.000000	2.297299	0.838455
revgroup00568992	Ppp1r18	intron	neuron-enriched	not-localised	9357	0.000000	-1.000000	1.623756	0.944972
revgroup00569014	Nrm	3pUTR	others	not-localised	585	3.625801	0.603085	4.652614	0.654068
revgroup00569020	Mdc1	3pUTR_extended	glia-enriched	not-localised	1842	3.859934	0.928045	7.133426	0.880389
revgroup00569064	Flot1	3pUTR_extended	neuron-enriched	not-localised	2426	10.937842	0.727032	26.087318	0.793463
fwdgroup00566387	Tubb5	3pUTR	neuron-enriched	not-localised	170	18.622667	0.458906	19.044448	0.421174
revgroup00569069	Flot1	3pUTR	neuron-enriched	not-localised	237	24.000000	0.611321	25.706602	0.644850
revgroup00569116	Ier3	3pUTR	glia-enriched	neuropil	582	1.289318	0.859031	1.034409	0.184844
fwdgroup00566583	Ddr1	CDS_extended	glia-enriched	neuropil	821	0.000000	-1.000000	9.369462	0.912544
fwdgroup00566612	Gtf2h4	3pUTR_extended	others	not-localised	109	4.047834	0.915979	5.028615	0.901575
fwdgroup00566637	Vars2	3pUTR_extended	neuron-enriched	not-localised	775	6.236924	0.941873	7.881099	0.915933
revgroup00569352	Cchcr1	3pUTR	glia-enriched	not-localised	142	11.739607	0.523483	14.374225	0.586147
fwdgroup00566702	Tcf19	3pUTR	shared	not-localised	432	6.067738	0.930898	6.453660	0.958906
fwdgroup00566708	Tcf19	3pUTR_extended	shared	not-localised	2974	4.087255	0.479181	13.448266	0.553757
revgroup00569400	Ring1	3pUTR_extended	neuron-enriched	not-localised	301	4.914325	0.921764	5.572082	0.873053
revgroup00569417	Ring1	intron	neuron-enriched	not-localised	571	0.000000	-1.000000	34.351356	0.426351
revgroup00569429	Hsd17b8	3pUTR_extended	others	not-localised	174	24.000000	0.656984	1.098413	0.633485
revgroup00569444	Slc39a7	3pUTR	glia-enriched	not-localised	517	14.856287	0.844546	14.878699	0.712183
fwdgroup00566815	Rxrb	intron	tissue	not-localised	544	0.000000	-1.000000	3.017999	0.509812
fwdgroup00566855	Rxrb	3pUTR_extended	others	not-localised	924	10.853876	0.887764	11.092215	0.823642
